State,Route,Bus Name,Start Time,End Time,Rating,Price,Bus Type,Departure Location,Arrival Location,Total Duration,Seats Available
bus-tickets,Farrukhabad (Uttar Pradesh) to Delhi,Chaturvedi Bus Service,18:45,05:30,No Rating,500,Non A/C Seater / Sleeper (2+1),Farrukhabad ITI Chauraha,Kapashera,10h 45m,9 Seats available
bus-tickets,Farrukhabad (Uttar Pradesh) to Delhi,Chaturvedi Bus Service,19:40,04:45,No Rating,600,A/C Seater/Sleeper (2+1),Farrukhabad ITI Chauraha,SHADRA,09h 05m,8 Seats available
bus-tickets,Allahabad to Lucknow,Sethi Yatra Company,18:30,23:50,3.6,417,A/C Seater/Sleeper (2+1),Bus stand,Alambagh,05h 20m,30 Seats available
bus-tickets,Allahabad to Lucknow,Mahalaxmi Travels,19:30,23:45,3.0,499,Bharat Benz A/C Seater /Sleeper (2+1),Balsan Choraha Near Parvati H...,Alambagh,04h 15m,16 Seats available
bus-tickets,Allahabad to Lucknow,ARORA TRAVELS,21:01,01:41,4.7,703,Volvo AC Seater (2+2),N/A,N/A,04h 40m,25 Seats available
bus-tickets,Allahabad to Lucknow,Mahalaxmi Travels,21:15,01:30,3.4,499,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,04h 15m,25 Seats available
bus-tickets,Allahabad to Lucknow,Goyal Travels,18:35,23:25,2.8,400,A/C Seater / Sleeper (2+1),N/A,N/A,04h 50m,12 Seats available
bus-tickets,Yamuna Nagar to Chandigarh,Zimindara Travels,20:30,00:30,4.1,699,AC Sleeper (2+1),Yamuna by pass,Sec 43,04h 00m,23 Seats available
bus-tickets,Yamuna Nagar to Chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),20:40,23:30,3.7,899,VE A/C Seater / Sleeper (2+1),Yamuna Nagar,Sector 43 HP Petrol Pump Oppo...,02h 50m,23 Seats available
bus-tickets,Yamuna Nagar to Chandigarh,Om Sidh Express,20:20,23:00,3.5,934,Volvo A/C Semi Sleeper (2+2),Near hp petrol pump sarsawa b...,Sec 43,02h 40m,33 Seats available
bus-tickets,Yamuna Nagar to Chandigarh,City Land Travels,22:20,00:20,3.5,600,A/C Seater/Sleeper (2+1),N/A,N/A,02h 00m,29 Seats available
bus-tickets,Yamuna Nagar to Chandigarh,KISSAN TRAVELS PILANI,23:18,01:53,3.0,1141.9,Bharat Benz A/C Seater /Sleeper (2+1),N/A,N/A,02h 35m,38 Seats available
bus-tickets,Chandigarh to Delhi,NueGo,16:25,21:00,3.5,285,Electric A/C Seater (2+2),,,04h 35m,13 Seats available
bus-tickets,Chandigarh to Delhi,NueGo,16:30,21:55,3.4,285,Electric A/C Seater (2+2),N/A,N/A,05h 25m,28 Seats available
bus-tickets,Chandigarh to Delhi,NueGo,17:30,22:55,4.2,285,Electric A/C Seater (2+2),N/A,N/A,05h 25m,18 Seats available
bus-tickets,Chandigarh to Delhi,,,,,,,N/A,N/A,,
bus-tickets,Chandigarh to Delhi,,,,,,,N/A,N/A,,
bus-tickets,Delhi to Chandigarh,NueGo,16:30,21:55,3.4,285,Electric A/C Seater (2+2),N/A,N/A,05h 25m,13 Seats available
